contig_id,feature_type,start,end,strand,length_bp,locus_tag,gene,product,protein_id,ec_number,db_xref,inference,cumulative_start,cumulative_end
S1A_contig_006,CDS,59417,59825,+,408,PROKKA_01633,,Acetyltransferase (GNAT) family protein,BS:PROKKA_01633,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00583.18,1782338,1782746
S1A_contig_006,CDS,59941,60544,+,603,PROKKA_01634,gmk_1,Guanylate kinase,BS:PROKKA_01634,2.7.4.8,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q2GLF7,1782862,1783465
S1A_contig_006,CDS,60613,60727,-,114,PROKKA_01635,,hypothetical protein,BS:PROKKA_01635,,,ab initio prediction:Prodigal:2.6,1783534,1783648
S1A_contig_006,CDS,60835,61282,+,447,PROKKA_01636,zur,Zinc-specific metallo-regulatory protein,BS:PROKKA_01636,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P54479,1783756,1784203
S1A_contig_006,CDS,61573,62014,+,441,PROKKA_01637,,hypothetical protein,BS:PROKKA_01637,,,ab initio prediction:Prodigal:2.6,1784494,1784935
S1A_contig_006,CDS,62034,63021,+,987,PROKKA_01638,,hypothetical protein,BS:PROKKA_01638,,,ab initio prediction:Prodigal:2.6,1784955,1785942
S1A_contig_006,CDS,63437,64175,+,738,PROKKA_01639,glnQ_3,Glutamine transport ATP-binding protein GlnQ,BS:PROKKA_01639,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P27675,1786358,1787096
S1A_contig_006,CDS,64302,65127,+,825,PROKKA_01640,glnH_3,ABC transporter glutamine-binding protein GlnH precursor,BS:PROKKA_01640,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34563,1787223,1788048
S1A_contig_006,CDS,65128,65773,+,645,PROKKA_01641,glnM,putative glutamine ABC transporter permease protein GlnM,BS:PROKKA_01641,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34671,1788049,1788694
S1A_contig_006,CDS,65788,66451,+,663,PROKKA_01642,glnP,putative glutamine ABC transporter permease protein GlnP,BS:PROKKA_01642,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34606,1788709,1789372
S1A_contig_006,CDS,66609,67545,+,936,PROKKA_01643,,UDP-glucose 4-epimerase,BS:PROKKA_01643,5.1.3.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:A0R5C5,1789530,1790466
S1A_contig_006,CDS,67629,68385,+,756,PROKKA_01644,wfgD,"UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD",BS:PROKKA_01644,2.4.1.305,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:B5L3F2,1790550,1791306
S1A_contig_006,CDS,68406,69147,+,741,PROKKA_01645,,Glycosyltransferase sugar-binding region containing DXD motif protein,BS:PROKKA_01645,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04488.9,1791327,1792068
S1A_contig_006,CDS,69277,70678,+,1401,PROKKA_01646,wecA,UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase,BS:PROKKA_01646,2.7.8.40,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:B3FN88,1792198,1793599
S1A_contig_006,CDS,70820,71687,+,867,PROKKA_01647,,hypothetical protein,BS:PROKKA_01647,,,ab initio prediction:Prodigal:2.6,1793741,1794608
S1A_contig_006,CDS,71948,73091,+,1143,PROKKA_01648,mnaA,UDP-N-acetylglucosamine 2-epimerase,BS:PROKKA_01648,5.1.3.14,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39131,1794869,1796012
S1A_contig_006,CDS,73162,74155,+,993,PROKKA_01649,ykoT_2,putative glycosyltransferase YkoT,BS:PROKKA_01649,2.4.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34755,1796083,1797076
S1A_contig_006,CDS,74282,75323,-,1041,PROKKA_01650,,Acyltransferase family protein,BS:PROKKA_01650,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01757.16,1797203,1798244
S1A_contig_006,CDS,75573,77061,+,1488,PROKKA_01651,,hypothetical protein,BS:PROKKA_01651,,,ab initio prediction:Prodigal:2.6,1798494,1799982
S1A_contig_006,CDS,77199,79281,+,2082,PROKKA_01652,lyc,Autolytic lysozyme,BS:PROKKA_01652,3.2.1.17,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P34020,1800120,1802202
S1A_contig_006,CDS,79476,81216,+,1740,PROKKA_01653,,hypothetical protein,BS:PROKKA_01653,,,ab initio prediction:Prodigal:2.6,1802397,1804137
S1A_contig_006,CDS,81370,83044,-,1674,PROKKA_01654,,hypothetical protein,BS:PROKKA_01654,,,ab initio prediction:Prodigal:2.6,1804291,1805965
S1A_contig_006,CDS,83454,84420,+,966,PROKKA_01655,epsJ_2,putative glycosyltransferase EpsJ,BS:PROKKA_01655,2.4.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P71059,1806375,1807341
S1A_contig_006,CDS,84474,85611,+,1137,PROKKA_01656,,Glycosyl transferases group 1,BS:PROKKA_01656,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00534.14,1807395,1808532
S1A_contig_006,CDS,85625,87065,+,1440,PROKKA_01657,,hypothetical protein,BS:PROKKA_01657,,,ab initio prediction:Prodigal:2.6,1808546,1809986
S1A_contig_006,CDS,87308,88001,+,693,PROKKA_01658,cap8A_2,Capsular polysaccharide type 8 biosynthesis protein cap8A,BS:PROKKA_01658,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P72367,1810229,1810922
S1A_contig_006,CDS,88058,88694,+,636,PROKKA_01659,ywqD_2,Tyrosine-protein kinase YwqD,BS:PROKKA_01659,2.7.10.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96716,1810979,1811615
S1A_contig_006,CDS,88771,89821,+,1050,PROKKA_01660,epsG,Transmembrane protein EpsG,BS:PROKKA_01660,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P71056,1811692,1812742
S1A_contig_006,CDS,90108,92433,+,2325,PROKKA_01661,,Sulfatase,BS:PROKKA_01661,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00884.17,1813029,1815354
S1A_contig_006,CDS,92742,93741,+,999,PROKKA_01662,pgdA,Peptidoglycan-N-acetylglucosamine deacetylase,BS:PROKKA_01662,3.5.1.104,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8DP63,1815663,1816662
S1A_contig_006,CDS,93878,95174,-,1296,PROKKA_01663,hflX,GTPase HflX,BS:PROKKA_01663,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P25519,1816799,1818095
S1A_contig_006,CDS,95311,96193,-,882,PROKKA_01664,dagK_2,Diacylglycerol kinase,BS:PROKKA_01664,2.7.1.107,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q6GFF9,1818232,1819114
S1A_contig_006,CDS,96328,97984,-,1656,PROKKA_01665,ycaM_2,Inner membrane transporter YcaM,BS:PROKKA_01665,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P75835,1819249,1820905
S1A_contig_006,CDS,98284,99043,+,759,PROKKA_01666,bceA_2,Bacitracin export ATP-binding protein BceA,BS:PROKKA_01666,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34697,1821205,1821964
S1A_contig_006,CDS,99055,100864,+,1809,PROKKA_01667,yxdM,ABC transporter permease protein YxdM,BS:PROKKA_01667,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P42424,1821976,1823785
S1A_contig_006,CDS,101214,101874,-,660,PROKKA_01668,gpmA_3,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",BS:PROKKA_01668,5.4.2.11,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P30798,1824135,1824795
S1A_contig_006,CDS,102031,102997,+,966,PROKKA_01669,hemH,Ferrochelatase,BS:PROKKA_01669,4.99.1.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P23871,1824952,1825918
S1A_contig_006,CDS,102983,104336,+,1353,PROKKA_01670,mntH_2,Divalent metal cation transporter MntH,BS:PROKKA_01670,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q93V04,1825904,1827257
S1A_contig_006,CDS,104446,104908,-,462,PROKKA_01671,,hypothetical protein,BS:PROKKA_01671,,,ab initio prediction:Prodigal:2.6,1827367,1827829
S1A_contig_006,CDS,104965,105871,-,906,PROKKA_01672,fpaP_2,Proline iminopeptidase,BS:PROKKA_01672,3.4.11.5,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O05420,1827886,1828792
S1A_contig_006,CDS,105926,107756,-,1830,PROKKA_01673,kefC,Glutathione-regulated potassium-efflux system protein KefC,BS:PROKKA_01673,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P03819,1828847,1830677
S1A_contig_006,CDS,107827,108022,+,195,PROKKA_01674,,hypothetical protein,BS:PROKKA_01674,,,ab initio prediction:Prodigal:2.6,1830748,1830943
S1A_contig_006,CDS,108982,111274,+,2292,PROKKA_01675,helD_2,Helicase IV,BS:PROKKA_01675,3.6.4.12,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O32215,1831903,1834195
S1A_contig_006,CDS,111278,111755,+,477,PROKKA_01676,,putative acyl-CoA thioester hydrolase,BS:PROKKA_01676,3.1.2.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P44886,1834199,1834676
S1A_contig_006,CDS,111929,112505,-,576,PROKKA_01677,,hypothetical protein,BS:PROKKA_01677,,,ab initio prediction:Prodigal:2.6,1834850,1835426
S1A_contig_006,CDS,112952,114362,+,1410,PROKKA_01678,pepDA_2,Dipeptidase A,BS:PROKKA_01678,3.4.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q48558,1835873,1837283
S1A_contig_006,CDS,114425,114716,-,291,PROKKA_01679,,hypothetical protein,BS:PROKKA_01679,,,ab initio prediction:Prodigal:2.6,1837346,1837637
S1A_contig_006,CDS,114762,115125,-,363,PROKKA_01680,,hypothetical protein,BS:PROKKA_01680,,,ab initio prediction:Prodigal:2.6,1837683,1838046
S1A_contig_006,CDS,115280,116207,+,927,PROKKA_01681,coaA,Pantothenate kinase,BS:PROKKA_01681,2.7.1.33,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P63810,1838201,1839128
S1A_contig_006,CDS,116379,117933,+,1554,PROKKA_01682,guaA_2,GMP synthase [glutamine-hydrolyzing],BS:PROKKA_01682,6.3.5.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P99105,1839300,1840854
S1A_contig_006,CDS,118142,118907,-,765,PROKKA_01683,,hypothetical protein,BS:PROKKA_01683,,,ab initio prediction:Prodigal:2.6,1841063,1841828
S1A_contig_006,CDS,119755,121210,-,1455,PROKKA_01684,,hypothetical protein,BS:PROKKA_01684,,,ab initio prediction:Prodigal:2.6,1842676,1844131
S1A_contig_006,CDS,122224,122365,+,141,PROKKA_01685,,hypothetical protein,BS:PROKKA_01685,,,ab initio prediction:Prodigal:2.6,1845145,1845286
S1A_contig_006,CDS,122463,122793,-,330,PROKKA_01686,,anaerobic benzoate catabolism transcriptional regulator,BS:PROKKA_01686,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK08154,1845384,1845714
S1A_contig_006,CDS,123493,125089,-,1596,PROKKA_01687,,hypothetical protein,BS:PROKKA_01687,,,ab initio prediction:Prodigal:2.6,1846414,1848010
S1A_contig_006,CDS,125401,126169,+,768,PROKKA_01688,glcR_4,HTH-type transcriptional repressor GlcR,BS:PROKKA_01688,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P94591,1848322,1849090
S1A_contig_006,CDS,126150,126357,-,207,PROKKA_01689,,hypothetical protein,BS:PROKKA_01689,,,ab initio prediction:Prodigal:2.6,1849071,1849278
S1A_contig_006,CDS,126343,127105,-,762,PROKKA_01690,,Matrixin,BS:PROKKA_01690,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00413.1,1849264,1850026
S1A_contig_006,CDS,127457,130880,+,3423,PROKKA_01691,smc_2,Chromosome partition protein Smc,BS:PROKKA_01691,,,ab initio prediction:Prodigal:2.6;protein motif:HAMAP:MF_01894,1850378,1853801
S1A_contig_006,CDS,131028,131322,+,294,PROKKA_01692,,hypothetical protein,BS:PROKKA_01692,,,ab initio prediction:Prodigal:2.6,1853949,1854243
S1A_contig_006,CDS,131413,131812,+,399,PROKKA_01693,,hypothetical protein,BS:PROKKA_01693,,,ab initio prediction:Prodigal:2.6,1854334,1854733
S1A_contig_006,CDS,131962,132064,+,102,PROKKA_01694,,hypothetical protein,BS:PROKKA_01694,,,ab initio prediction:Prodigal:2.6,1854883,1854985
S1A_contig_006,CDS,132235,133837,+,1602,PROKKA_01695,yheI_1,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,BS:PROKKA_01695,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O07550,1855156,1856758
S1A_contig_006,CDS,133826,135482,+,1656,PROKKA_01696,msbA_4,Lipid A export ATP-binding/permease protein MsbA,BS:PROKKA_01696,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P60752,1856747,1858403
S1A_contig_006,CDS,135588,135852,+,264,PROKKA_01697,,hypothetical protein,BS:PROKKA_01697,,,ab initio prediction:Prodigal:2.6,1858509,1858773
S1A_contig_006,CDS,136063,136396,+,333,PROKKA_01698,,hypothetical protein,BS:PROKKA_01698,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q55940,1858984,1859317
S1A_contig_006,CDS,136392,137073,+,681,PROKKA_01699,hchA,Molecular chaperone Hsp31 and glyoxalase 3,BS:PROKKA_01699,4.2.1.130,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P31658,1859313,1859994
S1A_contig_006,CDS,137435,139106,+,1671,PROKKA_01700,oppA_2,Oligopeptide-binding protein OppA precursor,BS:PROKKA_01700,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24141,1860356,1862027
S1A_contig_006,CDS,139209,140163,+,954,PROKKA_01701,oppB_2,Oligopeptide transport system permease protein OppB,BS:PROKKA_01701,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24138,1862130,1863084
S1A_contig_006,CDS,140287,141271,+,984,PROKKA_01702,oppC_2,Oligopeptide transport system permease protein OppC,BS:PROKKA_01702,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24139,1863208,1864192
S1A_contig_006,CDS,141374,141686,+,312,PROKKA_01703,,hypothetical protein,BS:PROKKA_01703,,,ab initio prediction:Prodigal:2.6,1864295,1864607
S1A_contig_006,CDS,141735,142824,+,1089,PROKKA_01704,oppD_2,Oligopeptide transport ATP-binding protein OppD,BS:PROKKA_01704,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24136,1864656,1865745
S1A_contig_006,CDS,142820,143699,+,879,PROKKA_01705,oppF_2,Oligopeptide transport ATP-binding protein OppF,BS:PROKKA_01705,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24137,1865741,1866620
S1A_contig_006,CDS,143712,144273,+,561,PROKKA_01706,ydaF_2,Putative ribosomal N-acetyltransferase YdaF,BS:PROKKA_01706,2.3.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96579,1866633,1867194
S1A_contig_006,CDS,144340,145081,-,741,PROKKA_01707,,hypothetical protein,BS:PROKKA_01707,,,ab initio prediction:Prodigal:2.6,1867261,1868002
S1A_contig_006,CDS,145077,145791,-,714,PROKKA_01708,albC_1,Putative ABC transporter ATP-binding protein AlbC,BS:PROKKA_01708,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P71009,1867998,1868712
S1A_contig_006,CDS,145780,146158,-,378,PROKKA_01709,ytrA_4,HTH-type transcriptional repressor YtrA,BS:PROKKA_01709,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34712,1868701,1869079
S1A_contig_006,CDS,146339,147191,+,852,PROKKA_01710,,Alpha/beta hydrolase family protein,BS:PROKKA_01710,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12697.1,1869260,1870112
S1A_contig_006,CDS,147275,148310,-,1035,PROKKA_01711,,transcriptional repressor DicA,BS:PROKKA_01711,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK09706,1870196,1871231
S1A_contig_006,CDS,148429,149167,-,738,PROKKA_01712,,hypothetical protein,BS:PROKKA_01712,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10621,1871350,1872088
S1A_contig_006,CDS,149329,150739,+,1410,PROKKA_01713,hsrA,putative transport protein HsrA,BS:PROKKA_01713,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P31474,1872250,1873660
S1A_contig_006,CDS,150826,151465,-,639,PROKKA_01714,fadR,Fatty acid metabolism regulator protein,BS:PROKKA_01714,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P94548,1873747,1874386
S1A_contig_006,CDS,151461,153078,-,1617,PROKKA_01715,,hypothetical protein,BS:PROKKA_01715,,,ab initio prediction:Prodigal:2.6,1874382,1875999
S1A_contig_006,CDS,153064,153982,-,918,PROKKA_01716,ecsA_4,ABC-type transporter ATP-binding protein EcsA,BS:PROKKA_01716,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P55339,1875985,1876903
S1A_contig_006,CDS,154254,155010,-,756,PROKKA_01717,nfrA1,FMN reductase (NADPH),BS:PROKKA_01717,1.5.1.38,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39605,1877175,1877931
S1A_contig_006,CDS,155103,155961,-,858,PROKKA_01718,,hypothetical protein,BS:PROKKA_01718,,,ab initio prediction:Prodigal:2.6,1878024,1878882
S1A_contig_006,CDS,155957,156296,-,339,PROKKA_01719,,Transcriptional regulator PadR-like family protein,BS:PROKKA_01719,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF03551.8,1878878,1879217
S1A_contig_006,CDS,156558,157176,+,618,PROKKA_01720,,NADP oxidoreductase coenzyme F420-dependent,BS:PROKKA_01720,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF03807.11,1879479,1880097
S1A_contig_006,CDS,157195,157690,-,495,PROKKA_01721,,Acetyltransferase (GNAT) family protein,BS:PROKKA_01721,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00583.18,1880116,1880611
S1A_contig_006,CDS,157740,158304,+,564,PROKKA_01722,,RNA 2'-phosphotransferase,BS:PROKKA_01722,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK00819,1880661,1881225
S1A_contig_006,CDS,158377,158635,+,258,PROKKA_01723,,hypothetical protein,BS:PROKKA_01723,,,ab initio prediction:Prodigal:2.6,1881298,1881556
S1A_contig_006,CDS,158919,160269,+,1350,PROKKA_01724,citN,Citrate transporter,BS:PROKKA_01724,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P42308,1881840,1883190
S1A_contig_006,CDS,160367,160694,+,327,PROKKA_01725,,hypothetical protein,BS:PROKKA_01725,,,ab initio prediction:Prodigal:2.6,1883288,1883615
S1A_contig_006,CDS,160699,161098,+,399,PROKKA_01726,cfiA,2-oxoglutarate carboxylase large subunit,BS:PROKKA_01726,6.4.1.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:D3DJ41,1883620,1884019
S1A_contig_006,CDS,161112,162237,+,1125,PROKKA_01727,gcdB,Glutaconyl-CoA decarboxylase subunit beta,BS:PROKKA_01727,4.1.1.70,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9ZAA6,1884033,1885158
S1A_contig_006,CDS,162410,162554,+,144,PROKKA_01728,,"Oxaloacetate decarboxylase, gamma chain",BS:PROKKA_01728,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04277.7,1885331,1885475
S1A_contig_006,CDS,162555,163560,+,1005,PROKKA_01729,citC,[Citrate [pro-3S]-lyase] ligase,BS:PROKKA_01729,6.2.1.22,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O53076,1885476,1886481
S1A_contig_006,CDS,163549,163855,+,306,PROKKA_01730,citD,Citrate lyase acyl carrier protein,BS:PROKKA_01730,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P69330,1886470,1886776
S1A_contig_006,CDS,163842,164721,+,879,PROKKA_01731,citE,Citrate lyase subunit beta,BS:PROKKA_01731,4.1.3.6,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A9I1,1886763,1887642
S1A_contig_006,CDS,164720,166253,+,1533,PROKKA_01732,citF,Citrate lyase alpha chain,BS:PROKKA_01732,4.1.3.6,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P75726,1887641,1889174
S1A_contig_006,CDS,166245,166785,+,540,PROKKA_01733,citX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,BS:PROKKA_01733,2.7.7.61,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A6G5,1889166,1889706
S1A_contig_006,CDS,167030,168434,+,1404,PROKKA_01734,,Methylmalonyl-CoA carboxyltransferase 5S subunit,BS:PROKKA_01734,2.1.3.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q70AC7,1889951,1891355
S1A_contig_006,CDS,168570,169266,+,696,PROKKA_01735,ydfH_2,putative HTH-type transcriptional regulator YdfH,BS:PROKKA_01735,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0ACM2,1891491,1892187
S1A_contig_006,CDS,169258,170101,+,843,PROKKA_01736,citG,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,BS:PROKKA_01736,2.4.2.52,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P77231,1892179,1893022
S1A_contig_006,CDS,170054,170480,-,426,PROKKA_01737,,hypothetical protein,BS:PROKKA_01737,,,ab initio prediction:Prodigal:2.6,1892975,1893401
S1A_contig_006,CDS,170703,171285,+,582,PROKKA_01738,,hypothetical protein,BS:PROKKA_01738,,,ab initio prediction:Prodigal:2.6,1893624,1894206
S1A_contig_006,CDS,171436,172246,-,810,PROKKA_01739,,alpha/beta hydrolase fold protein,BS:PROKKA_01739,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF07859.7,1894357,1895167
S1A_contig_006,CDS,172380,173262,+,882,PROKKA_01740,rluD_3,Ribosomal large subunit pseudouridine synthase D,BS:PROKKA_01740,5.4.99.23,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P33643,1895301,1896183
S1A_contig_006,CDS,173365,173983,-,618,PROKKA_01741,sodA,Superoxide dismutase [Mn],BS:PROKKA_01741,1.15.1.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P00449,1896286,1896904
S1A_contig_006,CDS,174200,174350,-,150,PROKKA_01742,rpmGA,50S ribosomal protein L33 1,BS:PROKKA_01742,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P23375,1897121,1897271
S1A_contig_006,CDS,174412,174988,-,576,PROKKA_01743,,hypothetical protein,BS:PROKKA_01743,,,ab initio prediction:Prodigal:2.6,1897333,1897909
S1A_contig_006,CDS,175285,176320,-,1035,PROKKA_01744,,hypothetical protein,BS:PROKKA_01744,,,ab initio prediction:Prodigal:2.6,1898206,1899241
